id,title,date,location,description,industry_id,country_id,value
e336b6b9-0df6-4633-9798-25186803ff8d,rev London Consumer Investors Pitch Event - powered by mediaforgrowth,2024-05-22T04:00:00.000Z,"Level39, Canary Wharf  One Canada Square London E14 5AB United Kingdom",Leading and emerging Consumer Investors showcase their propositions to investment-ready Seed-Series B B2C and B2B2C founders.,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Transforming the fundraising landscape
6a556359-660f-4a61-ad8f-69cf4832c7f8,The MarTech Summit Customer Experience London May 2024,2024-05-15T04:00:00.000Z,City Centre London London LONDON United Kingdom,"The MarTech Summit Customer Experience focus in London is designed to unite the brightest minds in the industry, providing a platform for discussions on the ever-evolving landscape of MarTech with CX at its heart.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Cover a full journey of customer experience.
Journey mapping"
3219cf51-8565-45c1-923c-c59cf53df308,"Networking & Talk on Sharing Market Insights, with HAYS",2024-04-25T04:00:00.000Z,High Street London N14 6BS United Kingdom,This event is in partnership with Enterprise Enfield and the E-business Programme,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Boost your online presence.
Attract new customers.
Increase sales.
Enhance efficiency."
b5775a70-d0a2-433f-83c4-a811183bd274,Crowborough Chamber of Commerce Business Expo,2024-04-16T04:00:00.000Z,Pine Grove Crowborough TN6 1FE United Kingdom,"The business Expo is an ideal opportunity to take a stand as an exhibitor and promote your company to local businesses. You can meet a host of local businesses, get advice and support and have the opportunity to make new contacts, speak to local employers and find new suppliers and customers.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Promote your company to local businesses
ef7c5b97-ac2d-449b-ba26-36882b6da3cc,Q1 ECONOMIC REVIEW - MARCH 2024,2001-03-26T04:00:00.000Z,Elliot House 151 Deansgate Manchester M3 3WD United Kingdom,First Economic Review of 2024 sponsored by WTA Group.,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Understanding Economic growth
9168b0b7-9237-498b-8259-25675e2ddfc5,Haslemere Chamber of Commerce evening networking meeting.,2024-03-27T04:00:00.000Z,9 School Road Haslemere GU27 3RN United Kingdom,"The event is open to all businesses in the surrounding areas of Surrey, Hampshire and Sussex. Helping you grow your business through a local business networking group.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Creating new connect networks in you business.
deba1154-8b9d-4bc0-8988-3e37965cf58e,Chamber of Commerce - Past & Present,2024-04-08T04:00:00.000Z,9 Margaret Street Birmingham B3 3BU United Kingdom,"Join Chamber CEO Henrietta Brealey as she discusses Birmingham past and present. including their work with some of Birmingham’s most influential businesses. As well as talking about the Chamber archives, which as team from BMI recently categorised and incorporated in our Library here at the Institute.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Understand campaigns and support activity
Policy & Strategic Relationships leading the GBCC’s research insight"
dd2113e7-0f82-4c0a-9568-f6c5526a7a31,Build A Business: Business Basics - Getting Started!,2024-04-17T04:00:00.000Z,Manchester Central Library St. Peter's Square Manchester M2 5PD United Kingdom,"The workshops covers the essential ‘nuts and bolts’ of starting up and running a successful enterprise, including:
• Legal structures
• Business planning / Business Model Canvas
• E-commerce
• Cashflow, Finance and Tax",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Have a dept understanding in the following issues:
Know Your Customers;Get Competitive
Intellectual Property:Protect Your Assets
Marketing:The Essentials"
1ba20ab8-47ab-4a6c-a1ea-010d237fb73c,Know your Customer,2024-05-09T04:00:00.000Z,35-41 Folgate Street London E1 6BX United Kingdom,"The sessions covers through segmentation, promotions, bundling, communication strategies and how to ""be there"" when your customer needs you.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Create safe learning environment
c8449e88-181b-47cf-a796-dcb8f3bd24c3,"Free, Monthly Networking Lunch by The Commerce Club, York",2024-03-21T04:00:00.000Z,Coney Street York YO1 9NA United Kingdom,The event is open to anyone looking to make useful business connections,a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Simplified networking.
Achieve an informal Business Networking group."
b19d9f3a-d951-4413-a3fd-26ab5853a298,RL Business Club: Artificial Intelligence & Technology,2024-04-25T04:00:00.000Z,Great North Road Newcastle upon Tyne NE3 2DT United Kingdom,"The Robson Laidler Business Club is a FREE live event and online community group where businesses of all industries can come together to network, collaborate with each other, and hear from a range of expert speakers on a variety of business-related topics.",63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Discover practical strategies to leverage AI tools for increased efficiency, enhanced decision-making, and sustainable growth. 

Artificial Intelligence (AI) technology is poised to revolutionise industries, streamline processes, and drive innovation."
c34734e6-b6ba-45c7-8ce6-fc6550a71252,Microsoft Power BI 2 Days Training in Airdrie,2024-04-04T04:00:00.000Z,"Airdrie, UK G2 1PP United Kingdom","Power BI is the newest Analytics & Business Intelligence tool developed by Microsoft. Power BI is one of the most robust business Intelligence platforms available for data modeling.

In this module you will learn the basics of this Power BI, and all the five components of the tool (Visualizations, Dashboards, Reports, Apps and Datasets).",63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Understand primary features of a self-service Power BI solution.
Utilize Power BI and its data sources.
Combine, analyze, model, shape, and visualize data.
Report data using rich dashboards."
7b2127a3-299f-443a-b82b-ac73e21d3c7d,Realise Data and AI Opportunities,2024-03-21T04:00:00.000Z,Bay Road Londonderry BT48 7TG United Kingdom,The event is open to start-up businesses and SMEs across all sectors in UK. Recognising that businesses across the region are at different stages of data maturity.,63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Get information on our fully funded support packages and free access to Hartree learning platforms to accelerate your digitalisation efforts.
Discover success stories on how data-driven technology has improved processes, performance and profitability and hear first-hand what it’s like for a business to engage in our programme.
Expand your network; meet with thought leaders and data experts."
954a4d1b-7f63-4609-9e6a-1257e8f6498f,AI x Business Executives Networking Meetup,2024-06-03T04:00:00.000Z,4 Deacon Street 1/F London SE17 1GF United Kingdom,"Join us at the AI x Business Executives Networking Meetup to connect, learn, and collaborate with like-minded professionals in person!",63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"This is a fantastic opportunity to learn about how other companies are investing in AI, the challenges other companies are facing in integrating AI into the workplace, the latest AI capabilities and trends, and how other business decision makers are equipping themselves with AI knowledge to further their careers and perform better at their roles."
6e9c20d3-156d-44f2-97e7-1978d03845c0,Data Analytics for Business Bootcamp,2024-04-09T04:00:00.000Z,Cardiff Business Technology Centre Senghennydd Road Cardiff CF24 4AY United Kingdom,"During the programme, you will work in a collaborative, agile working environment to develop data and digital literacy skills to help you secure your first role in the fast growing Welsh tech scene.",63854a3d-590b-4ff6-9aa2-d38ffa93e1d1,19cdb402-a94c-4d35-9026-00920e05d9f1,"Collaborating in a Digital Environment.
Statistics for Data Analytics.
Business Intelligence & Data Visualisation in Microsoft Power BI.
Introduction to Programming in Python.
Information Governance & Data Protection.
Future of Data in Business."
a4d44d78-5db8-4307-989a-e4709a4fc50e,April Mayfair London Ecommerce Networking - Make New Connections,2024-04-15T21:00:00.000Z,Davy's at St James'  Pall Mall London SW1Y 6QY United Kingdom,"Central London Monthly assembly for eCommerce specialists. Discuss trends, fortify networks, and drive UK digital commerce over drinks.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,Connecting and Networking to like-minded individuals
468ec750-2f23-409b-bc6f-1342ea0dd443,Manchester eCommerce Summit,2001-04-16T21:00:00.000Z,The Bridgewater Hall  Lower Mosely St. Manchester M2 3WS United Kingdom,"The Manchester eCommerce Summit is a boutique professional networking and educational event. It's one-day live, in-person gathering of local eCommerce experts and decision-makers across retailers, brands, merchants and solutions providers around the Manchester area.

The program is designed for high-impact impressions, sharing ideas, education and networking. The day consists of panel discussions, presentations, and one-on-one meetings across eCommerce strategy, marketing, operations, customer experience, payment, shipping, loyalty and more.

The 2024 Manchester eCommerce Summit will be hosted live at the Bridgewater Hall on April 17th from 8:00 AM to 6:00 PM.",a854b6c0-8fec-470c-a427-1e54a96a879e,19cdb402-a94c-4d35-9026-00920e05d9f1,"Designed to share ideas, educate and network"
