id,year,business_id,created_at,updated_at
37ab23fa-1878-436d-baeb-ad84d37b81da,2029,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
5398ecbf-192f-4646-9616-5b74d3939fb7,2030,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
bab6de0d-aedc-4256-906f-ad2ed72186a3,2031,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
71c4124c-add7-4eb6-b875-0f7cf57064ca,2032,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
36eab5a4-f762-49b2-9d3e-edb9591ee365,2022,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
9d19f5e3-bc1a-4c4f-a386-dbd38c7dd7e1,2021,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
95f37333-5119-45d6-9173-0d2f02b94575,2020,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
22bfd94a-b4d1-48a0-a582-ca5a585814e5,2019,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
89019ad8-a7a2-40fc-82a6-ce168c0a9359,2018,77d83794-43b4-4b18-a55b-ddbf563ef936,2023-11-01 08:00:41,2023-11-01 08:00:41
d9247730-5601-43c5-963e-e6a99796402d,2023,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
1aff314a-e585-4053-8cd3-9fca340cd5d0,2024,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
c5bcddf3-e5a3-4aed-aff4-839f70d61fde,2025,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
694140dd-bc6e-4afa-887d-da5a9ef8837c,2026,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
26feb258-af6e-4a9a-bd16-d11eb5d05bae,2027,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
70629fd0-ead1-4bf4-ae14-0841a79f95d9,2028,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
f17d70d4-b531-4c10-a667-93152e1e57a8,2029,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
33290069-0d15-4f85-a675-b044aa6eb536,2030,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:56,2023-11-01 08:00:56
53290004-215f-48b8-9d85-002b6903a15b,2031,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
249d7c3c-b5e0-4454-8478-41b16b056b36,2032,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
174729ac-25b7-4640-87ae-e7202b4ccacb,2022,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
4ed3fd1c-03cb-48d7-a811-ef884cb8e43b,2021,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
eb6578a7-e399-4a49-b538-49b656f0a369,2020,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
6be5c0d4-32c9-40ad-973f-c2455654c8fe,2019,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
c025e17c-143a-484a-a441-78a9dbd18c40,2018,e95a5bfb-2afc-4729-ae9d-f1927e92243a,2023-11-01 08:00:57,2023-11-01 08:00:57
29090901-8bd4-4d22-85ab-1998b56c289d,2023,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
e2184753-5db1-4968-badb-fb50aaef4be1,2024,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
5ece776c-cb11-4c56-8ae1-9aecca0c4e35,2025,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
0f1b0153-cb44-451a-a0d7-c095aabd6574,2026,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
484e3e5f-5f5d-4599-a983-f5e550982f49,2027,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
20089668-9ca0-4faf-beea-66ec9a72047d,2028,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
22278251-4271-457f-88e0-28ce2875b846,2029,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
8d05037a-6d4d-4f67-8b2d-0f46be1a7384,2030,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
4177f84a-401b-4a51-8f56-37705a47ed1d,2031,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
d383e3b8-432f-45e5-af23-f841681d9525,2032,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
729372eb-dc33-4359-81c5-7f82f8b9a2b0,2033,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
d8d08232-01e5-4f9d-92e8-b22701437e75,2034,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
beda20ca-6911-4d36-898d-8f8419de2dd2,2035,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
cc4ca6bf-8558-4d65-b300-1f75115c363b,2036,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
fb8e5d21-0210-42a6-8b15-835efad7cdc1,2037,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
50ff677c-d79c-4b01-bc3c-f574b76feb22,2022,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
120dd28e-32ab-4f2f-84e2-b2ba5f686f75,2021,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
4be7d5ad-57c4-4e14-9d7c-e59419e78751,2020,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
c7b6bfa9-dc84-41d5-9a33-d926fd1f0908,2019,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
ed7c40ef-3216-4397-a9b2-12a1db090e24,2018,48ca4569-dcdb-41b4-a15d-6acefa6223b6,2023-12-06 23:23:15,2023-12-06 23:23:15
9b6055de-f559-4069-a7b9-833b5dbc774b,2023,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
b7b9406e-5b92-47ee-b3ea-8640dbc8dcbc,2024,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
5cfd0a65-961a-4642-bcc6-350f83105789,2025,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
4427624b-e1c9-4191-bf2c-45bc79fcef23,2026,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
ff8e7a65-0135-41cb-bdf7-c8fe4405bdbc,2027,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
c15765ab-51b4-4792-8cbf-bfce1844cf02,2028,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
682ffb5e-a334-4b88-96c9-e76a0cd3c4b9,2029,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
ef2fee5f-682c-4bea-ae7c-893c8e3986cf,2030,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
30380923-f520-4d80-ab52-b0ca1eb4aa09,2031,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
79d26148-db71-4122-942d-70a487c3f14a,2032,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
2c086218-9ad7-47f3-85d0-7e3d27bb25fe,2033,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
7bc1ff8b-65a1-4585-970f-055d1dc5d16c,2034,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
81ab630f-e28b-4f9f-b775-072c8b939e1f,2035,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
7372f13d-e553-4cf2-b33a-26d41f121f54,2036,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
3a2bd7cf-85b2-4f11-af9c-b03756d42192,2037,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
b127b3cb-2861-4603-a260-6e2d30f83bc6,2022,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
5aba0e95-3e3e-410b-8b04-ce5e53d46b2c,2021,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
a9e1c610-0910-403f-8a7e-024cf3327c8b,2020,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
ef32955e-7ca4-416d-a731-705119d6b7cd,2019,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
6f2c8234-43fb-45ea-baca-d3f9745da861,2018,e38faf66-c5be-465c-bb10-c49225bba818,2023-12-06 23:23:28,2023-12-06 23:23:28
7e58ccec-7268-4a8f-b5e7-4755c34830f7,2023,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
9e01f90f-8912-4498-86ec-17f94497996d,2024,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
f3d2dee5-ee7b-422f-9d70-21b8e7f12f74,2025,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
d4488661-a82b-494f-b14f-f364556c8c2a,2026,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
219daf65-da0b-4bed-89e9-7221c376f4b6,2027,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
91c03a1c-06fe-4907-8e64-9b808570ca11,2028,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
c4d25857-1bcb-456c-9bb5-eb49c827dd39,2029,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
f46650e4-3dbb-4b95-8ee8-563a41390951,2030,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
244f743c-d078-40a0-af71-fb6614b4e0b6,2031,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
16bf7aa4-4db6-4b57-98dc-68c67182b4e2,2032,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
4051c74e-7cdc-415e-95df-8be911d6e583,2033,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
8bc3c841-d0f8-4a1b-adc9-ce03e3bc1db4,2034,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
a1b872af-59d5-4c73-98a8-0369294dc833,2035,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
e09d9e54-d7f0-4efd-88e1-3aac0c10305f,2036,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
e61eae19-3a6d-4e19-9ca8-691c9be719a4,2037,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
0c402037-e9eb-494f-a711-ef8d1daca1c7,2022,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
ef93d9f2-b34e-4ea3-912a-56c35988cd34,2021,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
52124501-e0ac-4014-942a-7f2983a8cccc,2020,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
179d0269-5b55-4381-92da-8260230928e8,2019,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
4e8af0d6-5bb8-4890-9338-8f5026297a83,2018,c2794506-b6c8-4349-a52d-38d24b848552,2023-12-06 23:23:37,2023-12-06 23:23:37
3b021d75-7544-4cb1-ad28-0d1312127d7f,2023,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
a57b6645-d947-40a7-b376-a5c5169ff7c8,2024,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
c03e0ffc-526c-4402-b98f-c1f4cfe54d99,2025,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
0f111c45-a78d-4740-89b4-7adad93940a5,2026,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
0a08cfec-6d48-44e3-927e-477da82fb13d,2027,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
7347c5fc-eb07-4757-a732-f996d3a6de4d,2028,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
d725bcb5-0e5a-40c6-9c4f-6b6b18411cdd,2029,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
7c26af90-f686-4edb-8d1d-5a19be071a25,2030,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
32405661-e7b5-4895-a921-9d72d548dcfe,2031,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
f3b9463e-4200-4b7d-b74e-526e9d254d0e,2032,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
ba0270e4-29fb-49a7-97fe-9a6be9079a27,2033,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
9984b627-90ac-4c8a-9525-672fc80560a2,2034,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
4f3489ec-5d51-4cac-b461-e820d613936b,2035,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
7e0e2c32-a77e-4117-b31f-d699281667fb,2036,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
f28de9d0-1763-4e4f-b660-cea6304eced3,2037,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
9b7f7db8-9dd0-47d6-b7bd-e399c640f851,2022,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
c74768aa-0f2d-467f-be7b-ff6ef7000aa8,2021,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
fc8dee38-e9da-45fc-adfd-2256e75f19e9,2020,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
517996e6-1bd4-4cdb-baee-17323fac1087,2019,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
14a1c033-94b9-4109-9a79-476a2e9fa5c5,2018,f9795eec-95db-4234-8432-44e4407a6ecd,2023-12-06 23:23:42,2023-12-06 23:23:42
2343a486-ac13-4196-baa1-cfe0432da052,2023,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
47ad0ad6-bbb2-418e-b651-3fbeb827025e,2024,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
e4e6e085-7bbf-4e23-a8a8-b245ee4036a8,2025,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
9ab45d21-8323-4f59-a7ca-4a35e917571e,2026,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
dae686d4-4568-4cbb-b0f1-2f5465f866ad,2027,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
b332025b-d8a0-42e5-9f03-8a4ad01c264e,2028,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
be0cb590-2f69-44f6-b956-4be43432178b,2029,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
3c193189-f42a-47c3-860b-1789ccad267e,2030,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
756c757b-fcc0-4be4-b3d5-5fc37c0bd049,2031,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
287bf9fd-4a89-4241-b1e9-d3f694b268c1,2032,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
92b1c206-ab10-4b8e-b41c-7396e3ba71df,2033,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:55,2023-12-06 23:23:55
c9505ed3-c142-4b34-9103-65995187cd51,2034,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
ef1b4b60-2a01-4c09-8065-5a44e1dd22eb,2035,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
4ee3ee0f-b545-46a0-b302-448c0c6b27ea,2036,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
f5c6d2ff-ad0f-4e01-888e-f6c4b46b673e,2037,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
dc2d564d-7c8c-49cc-8365-a93a6df4e33e,2022,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
9b7c0915-fb40-4be9-89af-4a4258b0682c,2021,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
424aced7-6166-4fc1-9883-9856499a39f3,2020,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
23adb351-fe6f-46d7-91a2-d5e4fdc3d165,2019,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
b44b2074-6c3e-4296-9cbe-fc7b1acabaf4,2018,e9cafc2a-c8de-4340-bb0d-20e272c781c9,2023-12-06 23:23:56,2023-12-06 23:23:56
d5563bd9-554c-434f-85f0-f96af5dcb8ee,2023,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:00,2023-12-06 23:24:00
a03e1330-803c-4379-91cb-84e28a36fce0,2024,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:00,2023-12-06 23:24:00
eeee54c5-b278-4ce8-b653-01b404590b54,2025,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:00,2023-12-06 23:24:00
2fafdbde-fa7b-4323-bb28-1206c5d72229,2026,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
70ead246-b25f-4b3c-aab1-ace356e7520e,2027,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
b6404a0c-7fdc-4cde-b6df-394bd0890fcc,2028,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
edd6dfb9-a6b1-4f89-8cf9-c06435ba6caf,2029,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
67694459-bb63-4048-8f74-1bd7f258330b,2030,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
df760ef3-a3f6-43ae-b4db-5dfdfc10ade0,2031,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
9934158a-14f4-48a1-90c7-6cad89648b00,2032,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
aad62fe8-ccfe-4a3e-ae10-9495c1ccdc38,2033,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
b5e79b9a-1995-46ee-ac1a-4b802a366352,2034,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
e44a2493-c6a2-4d53-ae8a-2da683f0b9fb,2035,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
089382cb-c5fe-4ec4-b982-65d6db1a5466,2036,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
11846060-cb53-4d85-a38b-d19b15f81ee5,2037,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
6699d183-61ff-4c7e-9b5d-f02172757b0c,2022,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
a7baabae-2c5e-47a6-9d77-603c825deb0b,2021,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
eb3f91ed-727c-44aa-9051-5286fa412e2b,2020,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
4daac805-3009-43d9-aa3e-8e3ac8f6a0a7,2019,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
9ee4116f-7500-4d4a-bbea-aae7401b9cb9,2018,311f0cb6-27d1-4ab8-add9-45362468f86f,2023-12-06 23:24:01,2023-12-06 23:24:01
